From,To,Distance,Duration,Duracion_en_horas
Customer 36,Customer 70,4.4,12:13:00 a. m.,0.2167
Customer 36,Customer 71,7.31,12:16:00 a. m.,0.2667
Customer 36,Customer 72,4.19,12:09:00 a. m.,0.15
Customer 36,Customer 73,11,12:21:00 a. m.,0.35
Customer 36,Customer 74,4.81,12:10:00 a. m.,0.1667
Customer 36,Customer 75,12.8,12:28:00 a. m.,0.4667
Customer 36,Customer 76,5.99,12:12:00 a. m.,0.2
Customer 36,Customer 77,10.15,12:24:00 a. m.,0.4
Customer 36,Customer 78,13.08,12:27:00 a. m.,0.45
Customer 36,Customer 79,14.11,12:29:00 a. m.,0.4833
Customer 36,Customer 80,10.32,12:22:00 a. m.,0.3667
Customer 36,Customer 81,4.41,12:12:00 a. m.,0.2
Customer 36,Customer 82,4.78,12:12:00 a. m.,0.2
Customer 36,Customer 83,11,12:22:00 a. m.,0.3667
Customer 36,Customer 84,19.27,12:35:00 a. m.,0.5833
Customer 36,Customer 85,2.21,12:08:00 a. m.,0.1333
Customer 36,Customer 86,0.5,12:03:00 a. m.,0.05
Customer 36,Customer 87,9.67,12:19:00 a. m.,0.3167
Customer 36,Customer 88,11.74,12:24:00 a. m.,0.4
Customer 36,Customer 89,13.3,12:28:00 a. m.,0.4667
Customer 36,Customer 90,14.22,12:28:00 a. m.,0.4667
Customer 36,Customer 91,5.73,12:15:00 a. m.,0.25
Customer 36,Customer 92,13.3,12:26:00 a. m.,0.4333
Customer 36,Customer 93,13.23,12:26:00 a. m.,0.4333
Customer 36,Customer 94,9.25,12:19:00 a. m.,0.3167
Customer 36,Customer 95,6.09,12:17:00 a. m.,0.2833
Customer 36,Customer 96,2.55,12:09:00 a. m.,0.15
Customer 36,Customer 97,3.88,12:11:00 a. m.,0.1833
Customer 36,Customer 98,3.11,12:11:00 a. m.,0.1833
Customer 36,Customer 99,12.47,12:23:00 a. m.,0.3833
Customer 36,Customer 100,12.25,12:22:00 a. m.,0.3667
Customer 36,Customer 101,1.81,12:05:00 a. m.,0.0833
Customer 36,Customer 102,3.7,12:11:00 a. m.,0.1833
Customer 36,Customer 103,13.68,12:28:00 a. m.,0.4667
Customer 36,Customer 104,15.23,12:29:00 a. m.,0.4833
Customer 36,Customer 105,12.18,12:23:00 a. m.,0.3833
Customer 36,Customer 106,7.33,12:20:00 a. m.,0.3333
Customer 36,Customer 107,7.64,12:16:00 a. m.,0.2667
Customer 36,Customer 108,13.57,12:27:00 a. m.,0.45
Customer 36,Customer 109,15.4,12:30:00 a. m.,0.5
Customer 36,Customer 110,12.41,12:23:00 a. m.,0.3833
Customer 36,Customer 111,5.37,12:14:00 a. m.,0.2333
Customer 36,Customer 112,4.33,12:12:00 a. m.,0.2
Customer 36,Customer 113,10.66,12:20:00 a. m.,0.3333
Customer 36,Customer 114,12.09,12:24:00 a. m.,0.4
Customer 36,Customer 115,2.06,12:07:00 a. m.,0.1167
Customer 36,Customer 116,8,12:17:00 a. m.,0.2833
Customer 36,Customer 117,13.77,12:28:00 a. m.,0.4667
Customer 36,Customer 118,12.38,12:22:00 a. m.,0.3667
Customer 36,Customer 119,10.56,12:20:00 a. m.,0.3333
Customer 36,Customer 120,13.64,12:28:00 a. m.,0.4667
Customer 36,Customer 121,13.37,12:28:00 a. m.,0.4667
Customer 36,Customer 122,12.86,12:27:00 a. m.,0.45
Customer 36,Customer 123,1.5,12:05:00 a. m.,0.0833
Customer 36,Customer 124,9.34,12:19:00 a. m.,0.3167
Customer 36,Customer 125,13.33,12:28:00 a. m.,0.4667
Customer 36,Customer 126,12.57,12:25:00 a. m.,0.4167
Customer 36,Customer 127,10.07,12:21:00 a. m.,0.35
Customer 36,Customer 128,4.85,12:14:00 a. m.,0.2333
Customer 36,Customer 129,4.57,12:15:00 a. m.,0.25
Customer 36,Customer 130,14.77,12:30:00 a. m.,0.5
Customer 36,Customer 131,10.35,12:20:00 a. m.,0.3333
Customer 36,Customer 132,10.99,12:20:00 a. m.,0.3333
Customer 36,Customer 133,7.43,12:15:00 a. m.,0.25
Customer 36,Customer 134,15.64,12:31:00 a. m.,0.5167
Customer 36,Customer 135,6.43,12:15:00 a. m.,0.25
Customer 36,Customer 136,1.74,12:06:00 a. m.,0.1
Customer 36,Customer 137,5.6,12:11:00 a. m.,0.1833
Customer 36,Customer 138,13.74,12:30:00 a. m.,0.5
Customer 36,Customer 139,2.65,12:10:00 a. m.,0.1667
Customer 36,Customer 140,22.08,12:32:00 a. m.,0.5333
Customer 36,Customer 141,1.94,12:07:00 a. m.,0.1167
Customer 36,Customer 142,6.79,12:12:00 a. m.,0.2
Customer 36,Customer 143,5.56,12:14:00 a. m.,0.2333
Customer 36,Customer 144,3.36,12:08:00 a. m.,0.1333
Customer 36,Customer 145,12.36,12:26:00 a. m.,0.4333
Customer 36,Customer 146,14.65,12:31:00 a. m.,0.5167
Customer 36,Customer 147,2.58,12:08:00 a. m.,0.1333
Customer 36,Customer 148,1.01,12:04:00 a. m.,0.0667
Customer 36,Customer 149,10.94,12:22:00 a. m.,0.3667
Customer 37,Depot,6.58,12:16:00 a. m.,0.2667
Customer 37,Customer 1,12.37,12:27:00 a. m.,0.45
Customer 37,Customer 2,10.08,12:24:00 a. m.,0.4
Customer 37,Customer 3,5.75,12:15:00 a. m.,0.25
Customer 37,Customer 4,15.53,12:26:00 a. m.,0.4333
Customer 37,Customer 5,15.21,12:32:00 a. m.,0.5333
Customer 37,Customer 6,14.79,12:31:00 a. m.,0.5167
Customer 37,Customer 7,16.58,12:28:00 a. m.,0.4667
Customer 37,Customer 8,5.21,12:14:00 a. m.,0.2333
Customer 37,Customer 9,14.74,12:32:00 a. m.,0.5333
Customer 37,Customer 10,10.41,12:22:00 a. m.,0.3667
Customer 37,Customer 11,12.7,12:27:00 a. m.,0.45
Customer 37,Customer 12,6.91,12:18:00 a. m.,0.3
Customer 37,Customer 13,14.32,12:31:00 a. m.,0.5167
Customer 37,Customer 14,15.7,12:26:00 a. m.,0.4333
Customer 37,Customer 15,7.59,12:18:00 a. m.,0.3
Customer 37,Customer 16,12.8,12:26:00 a. m.,0.4333
Customer 37,Customer 17,13.35,12:22:00 a. m.,0.3667
Customer 37,Customer 18,8.67,12:20:00 a. m.,0.3333
Customer 37,Customer 19,5.7,12:14:00 a. m.,0.2333
Customer 37,Customer 20,13.95,12:30:00 a. m.,0.5
Customer 37,Customer 21,12.02,12:24:00 a. m.,0.4
Customer 37,Customer 22,9.66,12:20:00 a. m.,0.3333
Customer 37,Customer 23,12.51,12:26:00 a. m.,0.4333
Customer 37,Customer 24,13.64,12:29:00 a. m.,0.4833
Customer 37,Customer 25,5.26,12:13:00 a. m.,0.2167
Customer 37,Customer 26,14.93,12:32:00 a. m.,0.5333
Customer 37,Customer 27,11.92,12:24:00 a. m.,0.4
Customer 37,Customer 28,12.17,12:28:00 a. m.,0.4667
Customer 37,Customer 29,3.16,12:10:00 a. m.,0.1667
Customer 37,Customer 30,10.65,12:22:00 a. m.,0.3667
Customer 37,Customer 31,5.98,12:16:00 a. m.,0.2667
Customer 37,Customer 32,11.88,12:24:00 a. m.,0.4
Customer 37,Customer 33,14.7,12:30:00 a. m.,0.5
Customer 37,Customer 34,15.77,12:34:00 a. m.,0.5667
Customer 37,Customer 35,3.74,12:10:00 a. m.,0.1667
Customer 37,Customer 36,17.44,12:30:00 a. m.,0.5
Customer 37,Customer 37,0,12:00:00 a. m.,0
Customer 37,Customer 38,8.48,12:18:00 a. m.,0.3
Customer 37,Customer 39,5.83,12:14:00 a. m.,0.2333
Customer 37,Customer 40,11.45,12:23:00 a. m.,0.3833
Customer 37,Customer 41,6.48,12:16:00 a. m.,0.2667
Customer 37,Customer 42,5.06,12:14:00 a. m.,0.2333
Customer 37,Customer 43,6.62,12:16:00 a. m.,0.2667
Customer 37,Customer 44,6.38,12:16:00 a. m.,0.2667
Customer 37,Customer 45,12.39,12:26:00 a. m.,0.4333
Customer 37,Customer 46,4,12:12:00 a. m.,0.2
Customer 37,Customer 47,7.03,12:19:00 a. m.,0.3167
Customer 37,Customer 48,9.56,12:22:00 a. m.,0.3667
Customer 37,Customer 49,13.62,12:30:00 a. m.,0.5
Customer 37,Customer 50,9.6,12:20:00 a. m.,0.3333
Customer 37,Customer 51,23.57,12:36:00 a. m.,0.6
Customer 37,Customer 52,11.76,12:22:00 a. m.,0.3667
Customer 37,Customer 53,1.5,12:06:00 a. m.,0.1
Customer 37,Customer 54,17.04,12:30:00 a. m.,0.5
Customer 37,Customer 55,20.43,12:34:00 a. m.,0.5667
Customer 37,Customer 56,14.13,12:30:00 a. m.,0.5
Customer 37,Customer 57,9.36,12:19:00 a. m.,0.3167
Customer 37,Customer 58,12.47,12:29:00 a. m.,0.4833
Customer 37,Customer 59,0.91,12:04:00 a. m.,0.0667
Customer 37,Customer 60,10.94,12:26:00 a. m.,0.4333
Customer 37,Customer 61,13.96,12:30:00 a. m.,0.5
Customer 37,Customer 62,7.26,12:18:00 a. m.,0.3
Customer 37,Customer 63,12.1,12:26:00 a. m.,0.4333
Customer 37,Customer 64,5.91,12:16:00 a. m.,0.2667
Customer 37,Customer 65,6.96,12:12:00 a. m.,0.2
Customer 37,Customer 66,4.16,12:09:00 a. m.,0.15
Customer 37,Customer 67,15.02,12:33:00 a. m.,0.55
Customer 37,Customer 68,2.85,12:09:00 a. m.,0.15
Customer 37,Customer 69,6.25,12:16:00 a. m.,0.2667
Customer 37,Customer 70,14.28,12:22:00 a. m.,0.3667
Customer 37,Customer 71,11.59,12:27:00 a. m.,0.45
Customer 37,Customer 72,14.92,12:24:00 a. m.,0.4
Customer 37,Customer 73,7.59,12:18:00 a. m.,0.3
Customer 37,Customer 74,9.17,12:22:00 a. m.,0.3667
Customer 37,Customer 75,13.85,12:32:00 a. m.,0.5333
Customer 37,Customer 76,8.08,12:20:00 a. m.,0.3333
Customer 37,Customer 77,13.58,12:31:00 a. m.,0.5167
Customer 37,Customer 78,12.52,12:28:00 a. m.,0.4667
Customer 37,Customer 79,14.89,12:33:00 a. m.,0.55
Customer 37,Customer 80,12.92,12:29:00 a. m.,0.4833
Customer 37,Customer 81,14.7,12:22:00 a. m.,0.3667
Customer 37,Customer 82,12.94,12:27:00 a. m.,0.45
Customer 37,Customer 83,8.98,12:21:00 a. m.,0.35
Customer 37,Customer 84,13.62,12:20:00 a. m.,0.3333
Customer 37,Customer 85,17.03,12:29:00 a. m.,0.4833
Customer 37,Customer 86,14.13,12:30:00 a. m.,0.5
Customer 37,Customer 87,7.66,12:18:00 a. m.,0.3
Customer 37,Customer 88,10.19,12:20:00 a. m.,0.3333
Customer 37,Customer 89,12.73,12:30:00 a. m.,0.5
Customer 37,Customer 90,2.01,12:07:00 a. m.,0.1167
Customer 37,Customer 91,13.78,12:28:00 a. m.,0.4667
Customer 37,Customer 92,14.09,12:30:00 a. m.,0.5
Customer 37,Customer 93,14.01,12:31:00 a. m.,0.5167
Customer 37,Customer 94,12.23,12:27:00 a. m.,0.45
Customer 37,Customer 95,12.11,12:26:00 a. m.,0.4333
Customer 37,Customer 96,15.35,12:33:00 a. m.,0.55
Customer 37,Customer 97,14.35,12:23:00 a. m.,0.3833
Customer 37,Customer 98,19.67,12:33:00 a. m.,0.55
Customer 37,Customer 99,7.42,12:16:00 a. m.,0.2667
Customer 37,Customer 100,5.14,12:13:00 a. m.,0.2167
Customer 37,Customer 101,15.8,12:26:00 a. m.,0.4333
Customer 37,Customer 102,13.93,12:21:00 a. m.,0.35
Customer 37,Customer 103,4.52,12:14:00 a. m.,0.2333
Customer 37,Customer 104,3.34,12:08:00 a. m.,0.1333
Customer 37,Customer 105,9.12,12:20:00 a. m.,0.3333
Customer 37,Customer 106,14.79,12:31:00 a. m.,0.5167
Customer 37,Customer 107,6.67,12:17:00 a. m.,0.2833
Customer 37,Customer 108,2.31,12:08:00 a. m.,0.1333
Customer 37,Customer 109,2.59,12:08:00 a. m.,0.1333
Customer 37,Customer 110,9.15,12:17:00 a. m.,0.2833
Customer 37,Customer 111,12.82,12:27:00 a. m.,0.45
Customer 37,Customer 112,13.61,12:29:00 a. m.,0.4833
Customer 37,Customer 113,3.55,12:10:00 a. m.,0.1667
Customer 37,Customer 114,10.07,12:23:00 a. m.,0.3833
Customer 37,Customer 115,16.71,12:30:00 a. m.,0.5
Customer 37,Customer 116,5.83,12:15:00 a. m.,0.25
Customer 37,Customer 117,1.65,12:07:00 a. m.,0.1167
Customer 37,Customer 118,6.72,12:17:00 a. m.,0.2833
Customer 37,Customer 119,7.49,12:13:00 a. m.,0.2167
Customer 37,Customer 120,1.5,12:05:00 a. m.,0.0833
Customer 37,Customer 121,3.35,12:10:00 a. m.,0.1667
Customer 37,Customer 122,4.05,12:11:00 a. m.,0.1833
Customer 37,Customer 123,17.7,12:31:00 a. m.,0.5167
Customer 37,Customer 124,10.08,12:24:00 a. m.,0.4
Customer 37,Customer 125,12.76,12:30:00 a. m.,0.5
Customer 37,Customer 126,4.07,12:12:00 a. m.,0.2
Customer 37,Customer 127,8.05,12:20:00 a. m.,0.3333
Customer 37,Customer 128,14.14,12:32:00 a. m.,0.5333
Customer 37,Customer 129,14.83,12:32:00 a. m.,0.5333
Customer 37,Customer 130,2.35,12:07:00 a. m.,0.1167
Customer 37,Customer 131,3.86,12:12:00 a. m.,0.2
Customer 37,Customer 132,7.57,12:18:00 a. m.,0.3
Customer 37,Customer 133,10.72,12:23:00 a. m.,0.3833
Customer 37,Customer 134,3.75,12:10:00 a. m.,0.1667
Customer 37,Customer 135,12.03,12:20:00 a. m.,0.3333
Customer 37,Customer 136,17.71,12:30:00 a. m.,0.5
Customer 37,Customer 137,11.52,12:23:00 a. m.,0.3833
Customer 37,Customer 138,6.62,12:17:00 a. m.,0.2833
Customer 37,Customer 139,14.35,12:31:00 a. m.,0.5167
Customer 37,Customer 140,5.75,12:15:00 a. m.,0.25
Customer 37,Customer 141,15.78,12:26:00 a. m.,0.4333
Customer 37,Customer 142,6.48,12:16:00 a. m.,0.2667
Customer 37,Customer 143,13.19,12:26:00 a. m.,0.4333
Customer 37,Customer 144,11.67,12:24:00 a. m.,0.4
Customer 37,Customer 145,2.34,12:07:00 a. m.,0.1167
Customer 37,Customer 146,4.63,12:13:00 a. m.,0.2167
Customer 37,Customer 147,15.37,12:33:00 a. m.,0.55
Customer 37,Customer 148,16.98,12:28:00 a. m.,0.4667
Customer 37,Customer 149,11.72,12:26:00 a. m.,0.4333
Customer 38,Depot,3.1,12:08:00 a. m.,0.1333
Customer 38,Customer 1,8.89,12:20:00 a. m.,0.3333
Customer 38,Customer 2,5.13,12:13:00 a. m.,0.2167
Customer 38,Customer 3,20.65,12:27:00 a. m.,0.45
Customer 38,Customer 4,12.28,12:25:00 a. m.,0.4167
Customer 38,Customer 5,11.72,12:25:00 a. m.,0.4167
Customer 38,Customer 6,12.28,12:22:00 a. m.,0.3667
Customer 38,Customer 7,12.45,12:25:00 a. m.,0.4167
Customer 38,Customer 8,4.92,12:13:00 a. m.,0.2167
Customer 38,Customer 9,11.26,12:25:00 a. m.,0.4167
Customer 38,Customer 10,6.93,12:14:00 a. m.,0.2333
Customer 38,Customer 11,9.22,12:20:00 a. m.,0.3333
Customer 38,Customer 12,4.91,12:12:00 a. m.,0.2
Customer 38,Customer 13,10.84,12:23:00 a. m.,0.3833
Customer 38,Customer 14,9.94,12:20:00 a. m.,0.3333
Customer 38,Customer 15,0.83,12:03:00 a. m.,0.05
Customer 38,Customer 16,9.32,12:19:00 a. m.,0.3167
Customer 38,Customer 17,9,12:19:00 a. m.,0.3167
Customer 38,Customer 18,5.19,12:12:00 a. m.,0.2
Customer 38,Customer 19,2.32,12:09:00 a. m.,0.15
Customer 38,Customer 20,10.47,12:22:00 a. m.,0.3667
Customer 38,Customer 21,8.53,12:17:00 a. m.,0.2833
Customer 38,Customer 22,6.18,12:12:00 a. m.,0.2
Customer 38,Customer 23,9.03,12:18:00 a. m.,0.3
Customer 38,Customer 24,10.16,12:21:00 a. m.,0.35
Customer 38,Customer 25,3.23,12:09:00 a. m.,0.15
Customer 38,Customer 26,11.45,12:24:00 a. m.,0.4
Customer 38,Customer 27,8.44,12:17:00 a. m.,0.2833
Customer 38,Customer 28,7.46,12:17:00 a. m.,0.2833
Customer 38,Customer 29,5.3,12:13:00 a. m.,0.2167
Customer 38,Customer 30,7.16,12:14:00 a. m.,0.2333
Customer 38,Customer 31,11.48,12:28:00 a. m.,0.4667
Customer 38,Customer 32,8.39,12:16:00 a. m.,0.2667
Customer 38,Customer 33,11.21,12:23:00 a. m.,0.3833
Customer 38,Customer 34,12.29,12:26:00 a. m.,0.4333
Customer 38,Customer 35,5.7,12:15:00 a. m.,0.25
Customer 38,Customer 36,11.04,12:22:00 a. m.,0.3667
Customer 38,Customer 37,8.05,12:19:00 a. m.,0.3167
Customer 38,Customer 38,0,12:00:00 a. m.,0
Customer 38,Customer 39,11.34,12:26:00 a. m.,0.4333
Customer 38,Customer 40,7.97,12:15:00 a. m.,0.25
Customer 38,Customer 41,3.29,12:09:00 a. m.,0.15
Customer 38,Customer 42,10.61,12:27:00 a. m.,0.45
Customer 38,Customer 43,3.44,12:10:00 a. m.,0.1667
Customer 38,Customer 44,2.46,12:07:00 a. m.,0.1167
Customer 38,Customer 45,8.9,12:19:00 a. m.,0.3167
Customer 38,Customer 46,9.55,12:24:00 a. m.,0.4
Customer 38,Customer 47,12.53,12:30:00 a. m.,0.5
Customer 38,Customer 48,4.61,12:11:00 a. m.,0.1833
Customer 38,Customer 49,8.91,12:19:00 a. m.,0.3167
Customer 38,Customer 50,6.11,12:13:00 a. m.,0.2167
Customer 38,Customer 51,26.99,12:44:00 a. m.,0.7333
Customer 38,Customer 52,9.93,12:20:00 a. m.,0.3333
Customer 38,Customer 53,8.13,12:20:00 a. m.,0.3333
Customer 38,Customer 54,11.97,12:24:00 a. m.,0.4
Customer 38,Customer 55,12.7,12:28:00 a. m.,0.4667
Customer 38,Customer 56,10.64,12:22:00 a. m.,0.3667
Customer 38,Customer 57,5.88,12:12:00 a. m.,0.2
Customer 38,Customer 58,6.96,12:19:00 a. m.,0.3167
Customer 38,Customer 59,7.88,12:18:00 a. m.,0.3
Customer 38,Customer 60,5.99,12:16:00 a. m.,0.2667
Customer 38,Customer 61,10.47,12:22:00 a. m.,0.3667
Customer 38,Customer 62,8.39,12:17:00 a. m.,0.2833
Customer 38,Customer 63,8.61,12:18:00 a. m.,0.3
Customer 38,Customer 64,11.42,12:28:00 a. m.,0.4667
Customer 38,Customer 65,10.38,12:20:00 a. m.,0.3333
Customer 38,Customer 66,7.57,12:17:00 a. m.,0.2833
Customer 38,Customer 67,11.54,12:25:00 a. m.,0.4167
Customer 38,Customer 68,8.4,12:21:00 a. m.,0.35
Customer 38,Customer 69,3.01,12:08:00 a. m.,0.1333
Customer 38,Customer 70,10.41,12:21:00 a. m.,0.35
Customer 38,Customer 71,7.24,12:18:00 a. m.,0.3
Customer 38,Customer 72,9.48,12:19:00 a. m.,0.3167
Customer 38,Customer 73,0.83,12:03:00 a. m.,0.05
Customer 38,Customer 74,7.87,12:16:00 a. m.,0.2667
Customer 38,Customer 75,9.13,12:21:00 a. m.,0.35
Customer 38,Customer 76,6.63,12:13:00 a. m.,0.2167
Customer 38,Customer 77,10.76,12:22:00 a. m.,0.3667
Customer 38,Customer 78,7.8,12:17:00 a. m.,0.2833
Customer 38,Customer 79,11.41,12:26:00 a. m.,0.4333
Customer 38,Customer 80,9.44,12:22:00 a. m.,0.3667
Customer 38,Customer 81,11.44,12:22:00 a. m.,0.3667
Customer 38,Customer 82,9.45,12:19:00 a. m.,0.3167
Customer 38,Customer 83,2.38,12:07:00 a. m.,0.1167
Customer 38,Customer 84,10.45,12:23:00 a. m.,0.3833
Customer 38,Customer 85,12.53,12:26:00 a. m.,0.4333
Customer 38,Customer 86,10.64,12:23:00 a. m.,0.3833
Customer 38,Customer 87,2.71,12:08:00 a. m.,0.1333
Customer 38,Customer 88,3.45,12:08:00 a. m.,0.1333
Customer 38,Customer 89,8.02,12:19:00 a. m.,0.3167
Customer 38,Customer 90,6.78,12:17:00 a. m.,0.2833
Customer 38,Customer 91,10.29,12:21:00 a. m.,0.35
Customer 38,Customer 92,10.6,12:22:00 a. m.,0.3667
Customer 38,Customer 93,10.52,12:23:00 a. m.,0.3833
Customer 38,Customer 94,8.75,12:19:00 a. m.,0.3167
Customer 38,Customer 95,8.63,12:18:00 a. m.,0.3
Customer 38,Customer 96,11.86,12:26:00 a. m.,0.4333
Customer 38,Customer 97,10.08,12:20:00 a. m.,0.3333
Customer 38,Customer 98,12.3,12:28:00 a. m.,0.4667
Customer 38,Customer 99,2,12:06:00 a. m.,0.1
Customer 38,Customer 100,4.13,12:09:00 a. m.,0.15
Customer 38,Customer 101,9.65,12:19:00 a. m.,0.3167
Customer 38,Customer 102,10.67,12:21:00 a. m.,0.35
Customer 38,Customer 103,10.42,12:25:00 a. m.,0.4167
Customer 38,Customer 104,10.23,12:22:00 a. m.,0.3667
Customer 38,Customer 105,1.58,12:05:00 a. m.,0.0833
Customer 38,Customer 106,12.28,12:22:00 a. m.,0.3667
Customer 38,Customer 107,2.51,12:08:00 a. m.,0.1333
Customer 38,Customer 108,9.03,12:20:00 a. m.,0.3333
Customer 38,Customer 109,9.36,12:20:00 a. m.,0.3333
Customer 38,Customer 110,4.07,12:11:00 a. m.,0.1833
Customer 38,Customer 111,9.33,12:19:00 a. m.,0.3167
Customer 38,Customer 112,10.12,12:22:00 a. m.,0.3667
Customer 38,Customer 113,5.66,12:13:00 a. m.,0.2167
Customer 38,Customer 114,4.58,12:11:00 a. m.,0.1833
Customer 38,Customer 115,11.63,12:24:00 a. m.,0.4
Customer 38,Customer 116,4.94,12:14:00 a. m.,0.2333
Customer 38,Customer 117,8.77,12:21:00 a. m.,0.35
Customer 38,Customer 118,4.78,12:11:00 a. m.,0.1833
Customer 38,Customer 119,10.9,12:21:00 a. m.,0.35
Customer 38,Customer 120,6.32,12:17:00 a. m.,0.2833
Customer 38,Customer 121,8.91,12:22:00 a. m.,0.3667
Customer 38,Customer 122,9.95,12:23:00 a. m.,0.3833
Customer 38,Customer 123,11.54,12:25:00 a. m.,0.4167
Customer 38,Customer 124,5.13,12:13:00 a. m.,0.2167
Customer 38,Customer 125,8.05,12:19:00 a. m.,0.3167
Customer 38,Customer 126,8.89,12:21:00 a. m.,0.35
Customer 38,Customer 127,3.1,12:09:00 a. m.,0.15
Customer 38,Customer 128,10.65,12:24:00 a. m.,0.4
Customer 38,Customer 129,11.35,12:24:00 a. m.,0.4
Customer 38,Customer 130,8.99,12:19:00 a. m.,0.3167
Customer 38,Customer 131,4.4,12:12:00 a. m.,0.2
Customer 38,Customer 132,0.99,12:03:00 a. m.,0.05
Customer 38,Customer 133,7.24,12:16:00 a. m.,0.2667
Customer 38,Customer 134,10.64,12:24:00 a. m.,0.4
Customer 38,Customer 135,9.07,12:20:00 a. m.,0.3333
Customer 38,Customer 136,11.31,12:23:00 a. m.,0.3833
Customer 38,Customer 137,8.04,12:15:00 a. m.,0.25
Customer 38,Customer 138,12.12,12:28:00 a. m.,0.4667
Customer 38,Customer 139,10.86,12:23:00 a. m.,0.3833
Customer 38,Customer 140,20.65,12:27:00 a. m.,0.45
Customer 38,Customer 141,10.35,12:21:00 a. m.,0.35
Customer 38,Customer 142,3.29,12:09:00 a. m.,0.15
Customer 38,Customer 143,9.7,12:19:00 a. m.,0.3167
Customer 38,Customer 144,8.19,12:16:00 a. m.,0.2667
Customer 38,Customer 145,7.9,12:20:00 a. m.,0.3333
Customer 38,Customer 146,10.18,12:25:00 a. m.,0.4167
Customer 38,Customer 147,11.89,12:26:00 a. m.,0.4333
Customer 38,Customer 148,10.58,12:21:00 a. m.,0.35
Customer 38,Customer 149,8.24,12:18:00 a. m.,0.3
Customer 39,Depot,8.98,12:22:00 a. m.,0.3667
Customer 39,Customer 1,12.84,12:29:00 a. m.,0.4833
Customer 39,Customer 2,11.32,12:27:00 a. m.,0.45
Customer 39,Customer 3,10.02,12:16:00 a. m.,0.2667
Customer 39,Customer 4,12.44,12:24:00 a. m.,0.4
Customer 39,Customer 5,16.45,12:29:00 a. m.,0.4833
Customer 39,Customer 6,15.26,12:33:00 a. m.,0.55
Customer 39,Customer 7,13.48,12:25:00 a. m.,0.4167
Customer 39,Customer 8,5.77,12:15:00 a. m.,0.25
Customer 39,Customer 9,15.2,12:34:00 a. m.,0.5667
Customer 39,Customer 10,9.69,12:23:00 a. m.,0.3833
Customer 39,Customer 11,13.17,12:30:00 a. m.,0.5
Customer 39,Customer 12,7.56,12:18:00 a. m.,0.3
Customer 39,Customer 13,16.09,12:33:00 a. m.,0.55
Customer 39,Customer 14,12.61,12:23:00 a. m.,0.3833
Customer 39,Customer 15,12.55,12:24:00 a. m.,0.4
Customer 39,Customer 16,13.26,12:29:00 a. m.,0.4833
Customer 39,Customer 17,10.26,12:20:00 a. m.,0.3333
Customer 39,Customer 18,9.13,12:21:00 a. m.,0.35
Customer 39,Customer 19,8.03,12:20:00 a. m.,0.3333
Customer 39,Customer 20,15.17,12:31:00 a. m.,0.5167
Customer 39,Customer 21,12.48,12:27:00 a. m.,0.45
Customer 39,Customer 22,10.12,12:22:00 a. m.,0.3667
Customer 39,Customer 23,14.28,12:28:00 a. m.,0.4667
Customer 39,Customer 24,15.92,12:32:00 a. m.,0.5333
Customer 39,Customer 25,9.54,12:20:00 a. m.,0.3333
Customer 39,Customer 26,15.4,12:34:00 a. m.,0.5667
Customer 39,Customer 27,12.39,12:26:00 a. m.,0.4333
Customer 39,Customer 28,13.15,12:31:00 a. m.,0.5167
Customer 39,Customer 29,6.35,12:16:00 a. m.,0.2667
Customer 39,Customer 30,11.11,12:24:00 a. m.,0.4
Customer 39,Customer 31,1.83,12:06:00 a. m.,0.1
Customer 39,Customer 32,12.34,12:26:00 a. m.,0.4333
Customer 39,Customer 33,15.16,12:32:00 a. m.,0.5333
Customer 39,Customer 34,16.24,12:36:00 a. m.,0.6
Customer 39,Customer 35,6.15,12:15:00 a. m.,0.25
Customer 39,Customer 36,14.34,12:28:00 a. m.,0.4667
Customer 39,Customer 37,6.12,12:16:00 a. m.,0.2667
Customer 39,Customer 38,12.74,12:24:00 a. m.,0.4
Customer 39,Customer 39,0,12:00:00 a. m.,0
Customer 39,Customer 40,11.91,12:25:00 a. m.,0.4167
Customer 39,Customer 41,8.78,12:20:00 a. m.,0.3333
Customer 39,Customer 42,2.42,12:08:00 a. m.,0.1333
Customer 39,Customer 43,8.92,12:21:00 a. m.,0.35
Customer 39,Customer 44,9.57,12:22:00 a. m.,0.3667
Customer 39,Customer 45,12.85,12:29:00 a. m.,0.4833
Customer 39,Customer 46,3.23,12:08:00 a. m.,0.1333
Customer 39,Customer 47,1.26,12:05:00 a. m.,0.0833
Customer 39,Customer 48,12.75,12:28:00 a. m.,0.4667
